state,age_group,disability_type,support_class,participant_count,average_support_budget,utilisation_rate,active_provider_count,participant_to_provider_ratio,utilisation_gap,payment_per_participant,access_risk,recommended_support
ACT,45 to 54,Autism,Capital,25,9000.0,37.0,1,25.0,63.0,0.0,High Risk,Provider Availability Review
ACT,45 to 54,Autism,Core,108,91000.0,86.0,15,7.2,14.0,78704.0,Medium Risk,Capacity Building - Improved Daily Living
ACT,45 to 54,Cerebral Palsy,Capacity Building,35,17000.0,75.0,12,2.9167,25.0,11743.0,Medium Risk,Capacity Building Support Review
ACT,45 to 54,Cerebral Palsy,Capital,23,25000.0,9.0,2,11.5,91.0,5957.0,High Risk,Provider Availability Review
ACT,45 to 54,Cerebral Palsy,Core,35,177000.0,88.0,8,4.375,12.0,159886.0,Medium Risk,Core Support Monitoring
ACT,45 to 54,Down Syndrome,Capacity Building,41,20000.0,61.0,19,2.1579,39.0,8512.0,Medium Risk,Capacity Building Support Review
ACT,45 to 54,Down Syndrome,Capital,20,9000.0,2.0,15,1.3333,98.0,0.0,Medium Risk,Plan Utilisation Support
ACT,45 to 54,Down Syndrome,Core,35,244000.0,85.0,11,3.1818,15.0,201057.0,Medium Risk,Core Support Monitoring
ACT,45 to 54,Hearing Impairment,Capacity Building,25,4000.0,46.0,1,25.0,54.0,1800.0,High Risk,Provider Availability Review
ACT,45 to 54,Hearing Impairment,Capital,20,10000.0,58.5,1,20.0,41.5,0.0,High Risk,Provider Availability Review
ACT,45 to 54,Hearing Impairment,Core,24,9000.0,71.0,1,24.0,29.0,8208.0,Medium Risk,Provider Availability Review
ACT,45 to 54,Intellectual Disability,Capacity Building,137,20000.0,66.0,55,2.4909,34.0,13234.0,Medium Risk,Capacity Building - Social and Community Participation
ACT,45 to 54,Intellectual Disability,Capital,53,21000.0,29.0,6,8.8333,71.0,3604.0,Medium Risk,Capacity Building - Social and Community Participation
ACT,45 to 54,Intellectual Disability,Core,138,194000.0,90.0,32,4.3125,10.0,179051.0,Low Risk,Capacity Building - Social and Community Participation
ACT,45 to 54,Multiple Sclerosis,Capacity Building,71,15000.0,64.0,9,7.8889,36.0,9690.0,Medium Risk,Capacity Building Support Review
ACT,45 to 54,Multiple Sclerosis,Capital,40,22000.0,100.0,6,6.6667,0.0,6475.0,Low Risk,General Core Support Monitoring
ACT,45 to 54,Multiple Sclerosis,Core,72,65000.0,72.0,2,36.0,28.0,42778.0,High Risk,Provider Availability Review
ACT,45 to 54,Other,Capacity Building,32,21000.0,71.0,6,5.3333,29.0,12750.0,Medium Risk,Capacity Building Support Review
ACT,45 to 54,Other,Capital,23,21000.0,31.0,1,23.0,69.0,9043.0,High Risk,Provider Availability Review
ACT,45 to 54,Other,Core,32,103000.0,66.0,2,16.0,34.0,63750.0,High Risk,Provider Availability Review
ACT,45 to 54,Other Neurological,Capacity Building,61,20000.0,57.0,9,6.7778,43.0,12918.0,Medium Risk,Therapy and Daily Living Support Review
ACT,45 to 54,Other Neurological,Capital,33,19000.0,70.0,1,33.0,30.0,15455.0,High Risk,Provider Availability Review
ACT,45 to 54,Other Neurological,Core,61,155000.0,76.0,8,7.625,24.0,121164.0,Medium Risk,Therapy and Daily Living Support Review
ACT,45 to 54,Other Physical,Capacity Building,96,14000.0,59.0,7,13.7143,41.0,8312.0,Medium Risk,Assistive Technology / Transport Support
ACT,45 to 54,Other Physical,Capital,57,27000.0,58.0,2,28.5,42.0,8632.0,High Risk,Provider Availability Review
ACT,45 to 54,Other Physical,Core,95,50000.0,68.0,2,47.5,32.0,36263.0,High Risk,Provider Availability Review
ACT,45 to 54,Other Sensory/Speech,Capacity Building,10,19000.0,58.0,8,1.25,42.0,0.0,Medium Risk,Assistive Technology and Communication Support
ACT,45 to 54,Other Sensory/Speech,Capital,10,19000.0,60.0,1,10.0,40.0,0.0,Medium Risk,Provider Availability Review
ACT,45 to 54,Other Sensory/Speech,Core,10,83000.0,76.0,6,1.6667,24.0,0.0,Medium Risk,Assistive Technology and Communication Support
ACT,45 to 54,Psychosocial Disability,Capacity Building,326,18000.0,58.0,60,5.4333,42.0,10396.0,Medium Risk,Psychosocial Recovery and Community Participation
ACT,45 to 54,Psychosocial Disability,Capital,10,54500.0,32.0,43,0.2326,68.0,0.0,Medium Risk,Psychosocial Recovery and Community Participation
ACT,45 to 54,Psychosocial Disability,Core,331,91000.0,82.0,26,12.7308,18.0,73133.0,Low Risk,Psychosocial Recovery and Community Participation
ACT,45 to 54,Spinal Cord Injury,Capacity Building,20,15000.0,46.0,3,6.6667,54.0,6050.0,High Risk,Provider Availability Review
ACT,45 to 54,Spinal Cord Injury,Capital,21,14000.0,75.0,2,10.5,25.0,0.0,Medium Risk,Provider Availability Review
ACT,45 to 54,Spinal Cord Injury,Core,16,204000.0,80.0,2,8.0,20.0,161125.0,Medium Risk,Provider Availability Review
ACT,45 to 54,Stroke,Capacity Building,21,25000.0,70.0,9,2.3333,30.0,13667.0,Medium Risk,Therapy and Daily Living Support Review
ACT,45 to 54,Stroke,Capital,15,46000.0,100.0,4,3.75,0.0,34133.0,Medium Risk,Provider Availability Review
ACT,45 to 54,Stroke,Core,21,240000.0,73.0,8,2.625,27.0,151381.0,Medium Risk,Therapy and Daily Living Support Review
ACT,45 to 54,Visual Impairment,Capacity Building,37,11000.0,52.0,8,4.625,48.0,4865.0,Medium Risk,Assistive Technology and Communication Support
ACT,45 to 54,Visual Impairment,Capital,10,31000.0,65.0,4,2.5,35.0,0.0,Medium Risk,Provider Availability Review
ACT,45 to 54,Visual Impairment,Core,33,51000.0,78.0,1,33.0,22.0,37121.0,Medium Risk,Provider Availability Review
ACT,55 to 64,ABI,Capacity Building,58,26000.0,64.0,19,3.0526,36.0,18379.0,Medium Risk,Capacity Building Support Review
ACT,55 to 64,ABI,Capital,27,21000.0,51.0,1,27.0,49.0,9963.0,High Risk,Provider Availability Review
ACT,55 to 64,ABI,Core,59,238000.0,80.0,19,3.1053,20.0,218288.0,Medium Risk,Core Support Monitoring
ACT,55 to 64,Autism,Capacity Building,47,17000.0,64.0,24,1.9583,36.0,9851.0,Medium Risk,Capacity Building - Improved Daily Living
ACT,55 to 64,Autism,Capital,10,61000.0,74.5,1,10.0,25.5,0.0,Medium Risk,Provider Availability Review
ACT,55 to 64,Autism,Core,42,105000.0,85.0,9,4.6667,15.0,80071.0,Medium Risk,Capacity Building - Improved Daily Living
ACT,55 to 64,Cerebral Palsy,Capacity Building,26,21000.0,63.0,16,1.625,37.0,10654.0,Medium Risk,Capacity Building Support Review
ACT,55 to 64,Cerebral Palsy,Capital,20,39000.0,33.0,2,10.0,67.0,9950.0,High Risk,Provider Availability Review
ACT,55 to 64,Cerebral Palsy,Core,27,283000.0,88.0,13,2.0769,12.0,194000.0,Medium Risk,Core Support Monitoring
ACT,55 to 64,Down Syndrome,Capacity Building,19,22000.0,57.0,20,0.95,43.0,11579.0,Medium Risk,Capacity Building Support Review
ACT,55 to 64,Down Syndrome,Capital,11,14000.0,29.0,1,11.0,71.0,0.0,High Risk,Provider Availability Review
ACT,55 to 64,Down Syndrome,Core,19,259000.0,91.0,22,0.8636,9.0,230368.0,Low Risk,Core Support Monitoring
ACT,55 to 64,Hearing Impairment,Capacity Building,56,6000.0,37.0,3,18.6667,63.0,2054.0,High Risk,Provider Availability Review
ACT,55 to 64,Hearing Impairment,Capital,21,8000.0,65.0,3,7.0,35.0,0.0,Medium Risk,Provider Availability Review
ACT,55 to 64,Hearing Impairment,Core,60,12000.0,46.0,3,20.0,54.0,5400.0,High Risk,Provider Availability Review
ACT,55 to 64,Intellectual Disability,Capacity Building,107,17000.0,63.0,54,1.9815,37.0,10710.0,Medium Risk,Capacity Building - Social and Community Participation
ACT,55 to 64,Intellectual Disability,Capital,47,20000.0,60.0,2,23.5,40.0,7106.0,High Risk,Provider Availability Review
ACT,55 to 64,Intellectual Disability,Core,109,192000.0,92.0,37,2.9459,8.0,176908.0,Low Risk,Capacity Building - Social and Community Participation
ACT,55 to 64,Multiple Sclerosis,Capacity Building,80,21000.0,67.0,9,8.8889,33.0,12188.0,Medium Risk,Capacity Building Support Review
ACT,55 to 64,Multiple Sclerosis,Capital,51,26000.0,66.0,3,17.0,34.0,16431.0,Medium Risk,Provider Availability Review
ACT,55 to 64,Multiple Sclerosis,Core,74,152000.0,85.0,6,12.3333,15.0,107824.0,Medium Risk,Core Support Monitoring
ACT,55 to 64,Other,Capacity Building,62,24000.0,52.0,16,3.875,48.0,12274.0,Medium Risk,Capacity Building Support Review
ACT,55 to 64,Other,Capital,45,30000.0,59.0,2,22.5,41.0,14822.0,High Risk,Provider Availability Review
ACT,55 to 64,Other,Core,60,183000.0,71.0,7,8.5714,29.0,130800.0,Medium Risk,Core Support Monitoring
ACT,55 to 64,Other Neurological,Capacity Building,124,22000.0,51.0,24,5.1667,49.0,10887.0,Medium Risk,Therapy and Daily Living Support Review
ACT,55 to 64,Other Neurological,Capital,56,22000.0,54.0,2,28.0,46.0,15214.0,High Risk,Provider Availability Review
ACT,55 to 64,Other Neurological,Core,122,165000.0,67.0,9,13.5556,33.0,120893.0,Medium Risk,Therapy and Daily Living Support Review
ACT,55 to 64,Other Physical,Capacity Building,109,14000.0,62.0,19,5.7368,38.0,9266.0,Medium Risk,Assistive Technology / Transport Support
ACT,55 to 64,Other Physical,Capital,87,22000.0,65.0,4,21.75,35.0,10839.0,High Risk,Provider Availability Review
ACT,55 to 64,Other Physical,Core,114,77000.0,75.0,6,19.0,25.0,63351.0,Medium Risk,Assistive Technology / Transport Support
ACT,55 to 64,Other Sensory/Speech,Capacity Building,10,19000.0,58.0,8,1.25,42.0,0.0,Medium Risk,Assistive Technology and Communication Support
ACT,55 to 64,Other Sensory/Speech,Core,10,83000.0,76.0,6,1.6667,24.0,0.0,Medium Risk,Assistive Technology and Communication Support
ACT,55 to 64,Psychosocial Disability,Capacity Building,260,15000.0,63.0,38,6.8421,37.0,9169.0,Medium Risk,Psychosocial Recovery and Community Participation
ACT,55 to 64,Psychosocial Disability,Capital,10,48000.0,8.0,28,0.3571,92.0,0.0,Medium Risk,Psychosocial Recovery and Community Participation
ACT,55 to 64,Psychosocial Disability,Core,253,81000.0,78.0,19,13.3158,22.0,63285.0,Medium Risk,Psychosocial Recovery and Community Participation
ACT,55 to 64,Spinal Cord Injury,Capacity Building,27,17000.0,63.0,6,4.5,37.0,8407.0,Medium Risk,Assistive Technology / Transport Support
ACT,55 to 64,Spinal Cord Injury,Capital,24,24000.0,59.0,1,24.0,41.0,12792.0,High Risk,Provider Availability Review
ACT,55 to 64,Spinal Cord Injury,Core,27,137000.0,86.0,4,6.75,14.0,110333.0,Medium Risk,Provider Availability Review
ACT,55 to 64,Stroke,Capacity Building,63,22000.0,75.0,18,3.5,25.0,15825.0,Low Risk,Therapy and Daily Living Support Review
ACT,55 to 64,Stroke,Capital,43,30000.0,62.0,4,10.75,38.0,12558.0,Medium Risk,Provider Availability Review
ACT,55 to 64,Stroke,Core,60,212000.0,89.0,7,8.5714,11.0,170800.0,Medium Risk,Therapy and Daily Living Support Review
ACT,55 to 64,Visual Impairment,Capacity Building,51,9000.0,40.0,3,17.0,60.0,3588.0,High Risk,Provider Availability Review
ACT,55 to 64,Visual Impairment,Capital,12,18000.0,58.0,4,3.0,42.0,0.0,Medium Risk,Provider Availability Review
ACT,55 to 64,Visual Impairment,Core,43,33000.0,71.0,5,8.6,29.0,23698.0,Medium Risk,Provider Availability Review
ACT,65+,ABI,Capacity Building,40,18000.0,66.0,15,2.6667,34.0,12150.0,Medium Risk,Capacity Building Support Review
ACT,65+,ABI,Capital,27,27000.0,88.0,3,9.0,12.0,0.0,Medium Risk,Provider Availability Review
ACT,65+,ABI,Core,39,198000.0,87.0,6,6.5,13.0,200667.0,Medium Risk,Core Support Monitoring
ACT,65+,Autism,Capacity Building,10,19000.0,58.0,4,2.5,42.0,0.0,Medium Risk,Provider Availability Review
ACT,65+,Autism,Capital,10,19000.0,60.0,4,2.5,40.0,0.0,Medium Risk,Provider Availability Review
ACT,65+,Autism,Core,10,83000.0,76.0,4,2.5,24.0,0.0,Medium Risk,Provider Availability Review
ACT,65+,Cerebral Palsy,Capacity Building,10,19000.0,58.0,1,10.0,42.0,0.0,Medium Risk,Provider Availability Review
ACT,65+,Cerebral Palsy,Capital,10,19000.0,60.0,1,10.0,40.0,0.0,Medium Risk,Provider Availability Review
ACT,65+,Cerebral Palsy,Core,10,83000.0,76.0,1,10.0,24.0,0.0,Medium Risk,Provider Availability Review
ACT,65+,Down Syndrome,Capacity Building,10,19000.0,58.0,12,0.8333,42.0,0.0,Medium Risk,Capacity Building Support Review
ACT,65+,Down Syndrome,Capital,10,19000.0,60.0,9,1.1111,40.0,0.0,Medium Risk,Plan Utilisation Support
ACT,65+,Down Syndrome,Core,10,83000.0,76.0,6,1.6667,24.0,0.0,Medium Risk,Core Support Monitoring
ACT,65+,Hearing Impairment,Capacity Building,41,3000.0,34.0,2,20.5,66.0,1024.0,High Risk,Provider Availability Review
ACT,65+,Hearing Impairment,Capital,14,6000.0,100.0,2,7.0,0.0,0.0,Medium Risk,Provider Availability Review
ACT,65+,Hearing Impairment,Core,47,7000.0,26.0,1,47.0,74.0,6319.0,High Risk,Provider Availability Review
ACT,65+,Intellectual Disability,Capacity Building,49,21000.0,70.0,24,2.0417,30.0,11510.0,Medium Risk,Capacity Building - Social and Community Participation
ACT,65+,Intellectual Disability,Capital,24,12000.0,58.0,4,6.0,42.0,4833.0,Medium Risk,Provider Availability Review
ACT,65+,Intellectual Disability,Core,42,211000.0,90.0,17,2.4706,10.0,205119.0,Low Risk,Capacity Building - Social and Community Participation
ACT,65+,Multiple Sclerosis,Capacity Building,62,17000.0,65.0,11,5.6364,35.0,11516.0,Medium Risk,Capacity Building Support Review
ACT,65+,Multiple Sclerosis,Capital,38,24000.0,86.0,3,12.6667,14.0,13000.0,Medium Risk,Provider Availability Review
ACT,65+,Multiple Sclerosis,Core,65,106000.0,75.0,5,13.0,25.0,83554.0,Medium Risk,Provider Availability Review
ACT,65+,Other,Capacity Building,38,18000.0,55.0,11,3.4545,45.0,10000.0,Medium Risk,Capacity Building Support Review
ACT,65+,Other,Capital,23,25000.0,33.0,8,2.875,67.0,2478.0,Medium Risk,Plan Utilisation Support
ACT,65+,Other,Core,37,150000.0,82.0,4,9.25,18.0,117135.0,Medium Risk,Provider Availability Review
ACT,65+,Other Neurological,Capacity Building,146,26000.0,73.0,37,3.9459,27.0,20151.0,Low Risk,Therapy and Daily Living Support Review
ACT,65+,Other Neurological,Capital,77,12000.0,71.0,1,77.0,29.0,4831.0,High Risk,Provider Availability Review
ACT,65+,Other Neurological,Core,144,166000.0,71.0,15,9.6,29.0,154743.0,Medium Risk,Therapy and Daily Living Support Review
ACT,65+,Other Physical,Capacity Building,133,13000.0,64.0,15,8.8667,36.0,9053.0,Medium Risk,Assistive Technology / Transport Support
ACT,65+,Other Physical,Capital,92,15000.0,72.0,1,92.0,28.0,6250.0,High Risk,Provider Availability Review
ACT,65+,Other Physical,Core,133,62000.0,72.0,10,13.3,28.0,50684.0,Medium Risk,Assistive Technology / Transport Support
ACT,65+,Psychosocial Disability,Capacity Building,162,15000.0,64.0,41,3.9512,36.0,9302.0,Medium Risk,Psychosocial Recovery and Community Participation
ACT,65+,Psychosocial Disability,Capital,20,12000.0,50.0,32,0.625,50.0,0.0,Medium Risk,Psychosocial Recovery and Community Participation
ACT,65+,Psychosocial Disability,Core,163,105000.0,78.0,23,7.087,22.0,85883.0,Medium Risk,Psychosocial Recovery and Community Participation
ACT,65+,Spinal Cord Injury,Capacity Building,14,23000.0,81.0,4,3.5,19.0,17929.0,Medium Risk,Provider Availability Review
ACT,65+,Spinal Cord Injury,Capital,12,16000.0,86.5,1,12.0,13.5,0.0,Medium Risk,Provider Availability Review
ACT,65+,Spinal Cord Injury,Core,14,319000.0,92.0,1,14.0,8.0,277857.0,Medium Risk,Provider Availability Review
ACT,65+,Stroke,Capacity Building,66,17000.0,66.0,18,3.6667,34.0,12076.0,Medium Risk,Therapy and Daily Living Support Review
ACT,65+,Stroke,Capital,38,14000.0,54.0,13,2.9231,46.0,4974.0,Medium Risk,Therapy and Daily Living Support Review
ACT,65+,Stroke,Core,64,111000.0,56.0,8,8.0,44.0,95797.0,Medium Risk,Therapy and Daily Living Support Review
ACT,65+,Visual Impairment,Capacity Building,34,8000.0,57.0,2,17.0,43.0,5059.0,Medium Risk,Provider Availability Review
ACT,65+,Visual Impairment,Capital,10,25500.0,60.0,2,5.0,40.0,0.0,Medium Risk,Provider Availability Review
ACT,65+,Visual Impairment,Core,32,43000.0,63.0,1,32.0,37.0,27250.0,High Risk,Provider Availability Review
ACT,9 to 14,ABI,Capacity Building,10,19000.0,58.0,1,10.0,42.0,0.0,Medium Risk,Provider Availability Review
ACT,9 to 14,ABI,Capital,10,19000.0,60.0,1,10.0,40.0,0.0,Medium Risk,Provider Availability Review
ACT,9 to 14,ABI,Core,10,83000.0,76.0,1,10.0,24.0,0.0,Medium Risk,Provider Availability Review
ACT,9 to 14,Autism,Capacity Building,1838,18000.0,59.0,57,32.2456,41.0,9812.0,Medium Risk,Capacity Building - Improved Daily Living
ACT,9 to 14,Autism,Capital,38,12000.0,93.0,1,38.0,7.0,6184.0,Medium Risk,Provider Availability Review
ACT,9 to 14,Autism,Core,1404,10000.0,75.0,5,280.8,25.0,9314.0,High Risk,Provider Availability Review
ACT,9 to 14,Cerebral Palsy,Capacity Building,36,19000.0,75.0,4,9.0,25.0,14778.0,Medium Risk,Provider Availability Review
ACT,9 to 14,Cerebral Palsy,Capital,26,25000.0,64.0,1,26.0,36.0,13692.0,High Risk,Provider Availability Review
ACT,9 to 14,Cerebral Palsy,Core,34,29000.0,93.0,2,17.0,7.0,54765.0,Medium Risk,Provider Availability Review
ACT,9 to 14,Developmental Delay,Capacity Building,37,13000.0,54.0,4,9.25,46.0,8946.0,Medium Risk,Provider Availability Review
ACT,9 to 14,Developmental Delay,Capital,10,7000.0,64.0,4,2.5,36.0,0.0,Medium Risk,Provider Availability Review
ACT,9 to 14,Developmental Delay,Core,28,1000.0,74.0,4,7.0,26.0,2786.0,Medium Risk,Provider Availability Review
ACT,9 to 14,Down Syndrome,Capacity Building,21,23000.0,89.0,4,5.25,11.0,18667.0,Medium Risk,Provider Availability Review
ACT,9 to 14,Down Syndrome,Capital,10,17000.0,88.0,2,5.0,12.0,0.0,Medium Risk,Provider Availability Review
ACT,9 to 14,Down Syndrome,Core,21,11000.0,87.0,1,21.0,13.0,18190.0,Medium Risk,Provider Availability Review
ACT,9 to 14,Global Developmental Delay,Capacity Building,13,16000.0,47.0,8,1.625,53.0,6154.0,Medium Risk,Capacity Building - Improved Daily Living
ACT,9 to 14,Global Developmental Delay,Capital,10,16000.0,51.5,1,10.0,48.5,0.0,Medium Risk,Provider Availability Review
ACT,9 to 14,Global Developmental Delay,Core,10,16000.0,56.0,6,1.6667,44.0,0.0,Medium Risk,Capacity Building - Improved Daily Living
ACT,9 to 14,Hearing Impairment,Capacity Building,69,11000.0,39.0,4,17.25,61.0,3362.0,High Risk,Provider Availability Review
ACT,9 to 14,Hearing Impairment,Capital,10,6500.0,39.0,1,10.0,61.0,0.0,High Risk,Provider Availability Review
ACT,9 to 14,Hearing Impairment,Core,72,2000.0,39.0,2,36.0,61.0,611.0,High Risk,Provider Availability Review
ACT,9 to 14,Intellectual Disability,Capacity Building,239,20000.0,70.0,22,10.8636,30.0,12900.0,Medium Risk,Capacity Building - Social and Community Participation
ACT,9 to 14,Intellectual Disability,Capital,38,22000.0,35.0,22,1.7273,65.0,5368.0,Medium Risk,Capacity Building - Social and Community Participation
ACT,9 to 14,Intellectual Disability,Core,189,22000.0,90.0,22,8.5909,10.0,24508.0,Low Risk,Capacity Building - Social and Community Participation
ACT,9 to 14,Other,Capacity Building,27,17000.0,48.0,8,3.375,52.0,8370.0,Medium Risk,Capacity Building Support Review
ACT,9 to 14,Other,Capital,10,22500.0,72.0,1,10.0,28.0,0.0,Medium Risk,Provider Availability Review
ACT,9 to 14,Other,Core,26,28000.0,96.0,6,4.3333,4.0,0.0,Low Risk,Core Support Monitoring
ACT,9 to 14,Other Neurological,Capacity Building,22,23000.0,71.0,1,22.0,29.0,14318.0,Medium Risk,Provider Availability Review
ACT,9 to 14,Other Neurological,Capital,10,22000.0,82.5,1,10.0,17.5,0.0,Medium Risk,Provider Availability Review
ACT,9 to 14,Other Neurological,Core,22,21000.0,94.0,1,22.0,6.0,22409.0,Medium Risk,Provider Availability Review
ACT,9 to 14,Other Physical,Capacity Building,31,19000.0,50.0,2,15.5,50.0,9742.0,High Risk,Provider Availability Review
ACT,9 to 14,Other Physical,Capital,15,21000.0,63.0,2,7.5,37.0,0.0,Medium Risk,Provider Availability Review
ACT,9 to 14,Other Physical,Core,26,38000.0,81.0,2,13.0,19.0,38615.0,Medium Risk,Provider Availability Review
ACT,9 to 14,Other Sensory/Speech,Capacity Building,23,10000.0,43.0,8,2.875,57.0,3609.0,Medium Risk,Assistive Technology and Communication Support
ACT,9 to 14,Other Sensory/Speech,Core,10,10000.0,43.0,6,1.6667,57.0,0.0,Medium Risk,Assistive Technology and Communication Support
ACT,9 to 14,Psychosocial Disability,Capacity Building,10,19000.0,58.0,8,1.25,42.0,0.0,Medium Risk,Psychosocial Recovery and Community Participation
ACT,9 to 14,Psychosocial Disability,Core,10,83000.0,76.0,6,1.6667,24.0,0.0,Medium Risk,Psychosocial Recovery and Community Participation
ACT,9 to 14,Visual Impairment,Capacity Building,12,11000.0,39.0,1,12.0,61.0,4250.0,High Risk,Provider Availability Review
ACT,9 to 14,Visual Impairment,Capital,10,6000.0,64.5,1,10.0,35.5,0.0,Medium Risk,Provider Availability Review
ACT,9 to 14,Visual Impairment,Core,18,1000.0,90.0,1,18.0,10.0,0.0,Medium Risk,Provider Availability Review
